Player,Team,Pos,name,GSIS_ID,Birth_date,season
Case Keenum,MIN,QB,C.Keenum,00-0028986,1988-02-17,2017
Jameis Winston,TB,QB,J.Winston,00-0031503,1994-01-06,2017
Derek Carr,OAK,QB,D.Carr,00-0031280,1991-03-28,2017
Eli Manning,NYG,QB,E.Manning,00-0022803,1981-01-03,2017
Dak Prescott,DAL,QB,D.Prescott,00-0033077,1993-07-29,2017
Andy Dalton,CIN,QB,A.Dalton,00-0027973,1987-10-29,2017
Cam Newton,CAR,QB,C.Newton,00-0027939,1989-05-11,2017
Carson Wentz,PHI,QB,C.Wentz,00-0032950,1992-12-30,2017
Marcus Mariota,TEN,QB,M.Mariota,00-0032268,1993-10-30,2017
Joe Flacco,BAL,QB,J.Flacco,00-0026158,1985-01-16,2017
Jacoby Brissett,IND,QB,J.Brissett,00-0033119,1992-12-11,2017
Josh McCown,NYJ,QB,J.McCown,00-0021206,1979-07-04,2017
DeShone Kizer,CLE,QB,D.Kizer,00-0033899,1996-01-03,2017
Tyrod Taylor,BUF,QB,T.Taylor,00-0028118,1989-08-03,2017
Jay Cutler,MIA,QB,J.Cutler,00-0024226,1983-04-29,2017
Trevor Siemian,DEN,QB,T.Siemian,00-0032156,1991-12-26,2017
Mitchell Trubisky,CHI,QB,M.Trubisky,00-0033869,1994-08-20,2017
Carson Palmer,ARI,QB,C.Palmer,00-0021429,1979-12-27,2017
Brett Hundley,GB,QB,B.Hundley,00-0031589,1993-06-15,2017
Deshaun Watson,HOU,QB,D.Watson,00-0033537,1995-09-14,2017
Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,1983-12-02,2017
Jimmy Garoppolo,SF,QB,J.Garoppolo,00-0031345,1991-11-02,2017
C.J. Beathard,SF,QB,C.Beathard,00-0033936,1993-11-16,2017
Tom Savage,HOU,QB,T.Savage,00-0031064,1990-04-26,2017
Ryan Fitzpatrick,TB,QB,R.Fitzpatrick,00-0023682,1982-11-24,2017
Brock Osweiler,DEN,QB,B.Osweiler,00-0029682,1990-11-22,2017
Blaine Gabbert,ARI,QB,B.Gabbert,00-0027948,1989-10-15,2017
Drew Stanton,ARI,QB,D.Stanton,00-0025430,1984-05-07,2017
Matt Moore,MIA,QB,M.Moore,00-0025708,1984-08-09,2017
Mike Glennon,CHI,QB,M.Glennon,00-0030520,1989-12-12,2017
Bryce Petty,NYJ,QB,B.Petty,00-0031568,1991-05-31,2017
Nick Foles,PHI,QB,N.Foles,00-0029567,1989-01-20,2017
T.J. Yates,HOU,QB,T.Yates,00-0028090,1987-05-28,2017
Kevin Hogan,CLE,QB,K.Hogan,00-0032784,1992-10-20,2017
Sam Bradford,MIN,QB,S.Bradford,00-0027854,1987-11-08,2017
Paxton Lynch,DEN,QB,P.Lynch,00-0033108,1994-02-12,2017
Patrick Mahomes,KC,QB,P.Mahomes,00-0033873,1995-09-17,2017
David Fales,MIA,QB,D.Fales,00-0031076,1990-10-04,2017
EJ Manuel,OAK,QB,E.Manuel,00-0030526,1990-03-19,2017
Nathan Peterman,BUF,QB,N.Peterman,00-0033958,1994-05-04,2017
Landry Jones,PIT,QB,L.Jones,00-0030524,1989-04-04,2017
Geno Smith,NYG,QB,G.Smith,00-0030565,1990-10-10,2017
Sean Mannion,LA,QB,S.Mannion,00-0032245,1992-04-25,2017
Matt Cassel,TEN,QB,M.Cassel,00-0023662,1982-05-17,2017
Nate Sudfeld,PHI,QB,N.Sudfeld,00-0032792,1993-10-07,2017
Scott Tolzien,IND,QB,S.Tolzien,00-0028595,1987-09-04,2017
Cody Kessler,CLE,QB,C.Kessler,00-0033104,1993-05-11,2017
AJ McCarron,CIN,QB,A.McCarron,00-0031288,1990-09-13,2017
Ryan Mallett,BAL,QB,R.Mallett,00-0028012,1988-06-05,2017
Brian Hoyer,NE,QB,B.Hoyer,00-0026625,1985-10-13,2017
Kellen Clemens,LAC,QB,K.Clemens,00-0024264,1983-06-06,2017
Joe Webb,BUF,QB,J.Webb,00-0027796,1986-11-14,2017
Jake Rudock,DET,QB,J.Rudock,00-0032431,1993-01-21,2017
Derek Anderson,CAR,QB,D.Anderson,00-0023645,1983-06-15,2017
Joe Callahan,GB,QB,J.Callahan,00-0032630,1993-06-04,2017
Taylor Heinicke,HOU,QB,T.Heinicke,00-0031800,1993-03-15,2017
Cooper Rush,DAL,QB,C.Rush,00-0033662,1993-11-21,2017
Tyler Bray,KC,QB,T.Bray,00-0030151,1991-12-27,2017
Teddy Bridgewater,MIN,QB,T.Bridgewater,00-0031237,1992-11-10,2017
Chad Henne,JAX,QB,C.Henne,00-0026197,1985-07-02,2017
Ezekiel Elliott,DAL,RB,E.Elliott,00-0033045,1995-07-22,2017
Dalvin Cook,MIN,RB,D.Cook,00-0033893,1995-08-10,2017
Todd Gurley,LA,RB,T.Gurley,00-0032241,1994-08-03,2017
Le'Veon Bell,PIT,RB,L.Bell,00-0030496,1992-02-18,2017
Kareem Hunt,KC,RB,K.Hunt,00-0033923,1995-08-06,2017
Leonard Fournette,JAX,RB,L.Fournette,00-0033856,1995-01-18,2017
Adrian Peterson,ARI,RB,A.Peterson,00-0025394,1985-03-21,2017
LeSean McCoy,BUF,RB,L.McCoy,00-0027029,1988-07-12,2017
Mark Ingram,NO,RB,M.Ingram,00-0027966,1989-12-21,2017
Jordan Howard,CHI,RB,J.Howard,00-0032780,1994-11-02,2017
Melvin Gordon,LAC,RB,M.Gordon,00-0032144,1993-04-13,2017
Alex Collins,BAL,RB,A.Collins,00-0032426,1994-08-26,2017
C.J. Anderson,DEN,RB,C.Anderson,00-0029854,1991-02-10,2017
Devonta Freeman,ATL,RB,D.Freeman,00-0031285,1992-03-15,2017
Frank Gore,IND,RB,F.Gore,00-0023500,1983-05-14,2017
Marshawn Lynch,OAK,RB,M.Lynch,00-0025399,1986-04-22,2017
Carlos Hyde,SF,RB,C.Hyde,00-0031045,1990-09-20,2017
Jay Ajayi,PHI,RB,J.Ajayi,00-0031590,1993-06-15,2017
Dion Lewis,NE,RB,D.Lewis,00-0028087,1990-09-27,2017
Lamar Miller,HOU,RB,L.Miller,00-0029615,1991-04-25,2017
Stevan Ridley,PIT,RB,S.Ridley,00-0028011,1989-01-27,2017
Isaiah Crowell,CLE,RB,I.Crowell,00-0030656,1993-01-08,2017
Latavius Murray,MIN,RB,L.Murray,00-0030513,1990-01-18,2017
Chris Carson,SEA,RB,C.Carson,00-0033594,1994-09-16,2017
Bilal Powell,NYJ,RB,B.Powell,00-0028064,1988-10-27,2017
Orleans Darkwa,NYG,RB,O.Darkwa,00-0030860,1992-02-28,2017
LeGarrette Blount,PHI,RB,L.Blount,00-0027325,1986-12-05,2017
Derrick Henry,TEN,RB,D.Henry,00-0032764,1994-01-04,2017
Alvin Kamara,NO,RB,A.Kamara,00-0033906,1995-07-25,2017
Jonathan Stewart,CAR,RB,J.Stewart,00-0026153,1987-03-21,2017
Joe Mixon,CIN,RB,J.Mixon,00-0033897,1996-07-24,2017
DeMarco Murray,TEN,RB,D.Murray,00-0028009,1988-02-12,2017
Mike Gillislee,NE,RB,M.Gillislee,00-0030433,1990-11-01,2017
Tevin Coleman,ATL,RB,T.Coleman,00-0032058,1993-04-16,2017
Marcus Murphy,BUF,RB,M.Murphy,00-0031959,1991-10-03,2017
Kenyan Drake,MIA,RB,K.Drake,00-0033118,1994-01-26,2017
Mike Davis,SEA,RB,M.Davis,00-0032063,1993-02-19,2017
Ameer Abdullah,DET,RB,A.Abdullah,00-0032104,1993-06-13,2017
Alfred Morris,DAL,RB,A.Morris,00-0029141,1988-12-12,2017
Samaje Perine,WAS,RB,S.Perine,00-0033526,1995-09-16,2017
Aaron Jones,GB,RB,A.Jones,00-0033293,1994-12-02,2017
Javorius Allen,BAL,RB,J.Allen,00-0031577,1991-08-27,2017
Doug Martin,TB,RB,D.Martin,00-0029613,1989-01-13,2017
Wayne Gallman,NYG,RB,W.Gallman,00-0033950,1994-10-01,2017
Jerick McKinnon,MIN,RB,J.McKinnon,00-0031376,1992-05-03,2017
Jamaal Williams,GB,RB,J.Williams,00-0033948,1995-04-03,2017
Ty Montgomery,GB,RB,T.Montgomery,00-0032200,1993-01-22,2017
Tion Green,DET,RB,T.Green,00-0033748,1993-12-14,2017
D'Onta Foreman,HOU,RB,D.Foreman,00-0033925,1996-04-24,2017
Matt Forte,NYJ,RB,M.Forte,00-0026184,1985-12-10,2017
Chris Thompson,WAS,RB,C.Thompson,00-0030404,1990-10-20,2017
Matt Breida,SF,RB,M.Breida,00-0033308,1995-02-28,2017
Giovani Bernard,CIN,RB,G.Bernard,00-0030456,1991-11-22,2017
Chris Johnson,ARI,RB,C.Johnson,00-0026164,1985-09-23,2017
Rob Kelley,WAS,RB,R.Kelley,00-0032371,1992-10-03,2017
Terrance West,BAL,RB,T.West,00-0031375,1991-01-28,2017
Chris Ivory,JAX,RB,C.Ivory,00-0027531,1988-03-22,2017
Christian McCaffrey,CAR,RB,C.McCaffrey,00-0033280,1996-06-07,2017
Kerwynn Williams,ARI,RB,K.Williams,00-0030117,1991-06-09,2017
Peyton Barber,TB,RB,P.Barber,00-0032741,1994-02-27,2017
Rex Burkhead,NE,RB,R.Burkhead,00-0030288,1990-07-02,2017
Kapri Bibbs,WAS,RB,K.Bibbs,00-0031102,1993-01-10,2017
Marlon Mack,IND,RB,M.Mack,00-0033951,1996-03-07,2017
T.J. Yeldon,JAX,RB,T.Yeldon,00-0032209,1993-10-02,2017
Alfred Blue,HOU,RB,A.Blue,00-0031075,1991-04-27,2017
Tarik Cohen,CHI,RB,T.Cohen,00-0033556,1995-07-26,2017
Devontae Booker,DEN,RB,D.Booker,00-0032972,1992-05-27,2017
David Johnson,ARI,RB,D.Johnson,00-0032187,1991-12-16,2017
Malcolm Brown,LA,RB,M.Brown,00-0031806,1993-05-15,2017
Duke Johnson,CLE,RB,D.Johnson,00-0032257,1993-09-23,2017
Wendell Smallwood,PHI,RB,W.Smallwood,00-0032782,1994-01-20,2017
Jamaal Charles,DEN,RB,J.Charles,00-0026213,1986-12-27,2017
Mike Tolbert,BUF,FB,M.Tolbert,00-0026069,1985-11-23,2017
Darren Sproles,PHI,RB,D.Sproles,00-0023564,1983-06-20,2017
Corey Clement,PHI,RB,C.Clement,00-0033725,1994-11-02,2017
Eddie Lacy,SEA,RB,E.Lacy,00-0030485,1990-06-02,2017
Elijah McGuire,NYJ,RB,E.McGuire,00-0033295,1994-06-01,2017
Theo Riddick,DET,RB,T.Riddick,00-0030107,1991-05-04,2017
Jalen Richard,OAK,RB,J.Richard,00-0033025,1993-10-15,2017
Jeremy Hill,CIN,RB,J.Hill,00-0031301,1992-10-20,2017
Damien Williams,MIA,RB,D.Williams,00-0030874,1992-04-03,2017
Austin Ekeler,LAC,RB,A.Ekeler,00-0033699,1995-05-17,2017
Travaris Cadet,BUF,RB,T.Cadet,00-0029205,1989-02-01,2017
Corey Grant,JAX,RB,C.Grant,00-0031731,1991-12-19,2017
Rod Smith,DAL,RB,R.Smith,00-0031900,1992-01-10,2017
Jacquizz Rodgers,TB,RB,J.Rodgers,00-0028083,1990-02-06,2017
J.D. McKissic,SEA,RB,J.McKissic,00-0032602,1993-08-15,2017
Thomas Rawls,SEA,RB,T.Rawls,00-0031897,1993-08-03,2017
Lance Dunbar,LA,RB,L.Dunbar,00-0029004,1990-01-25,2017
James White,NE,RB,J.White,00-0031062,1992-02-03,2017
Branden Oliver,LAC,RB,B.Oliver,00-0031277,1991-05-07,2017
James Conner,PIT,RB,J.Conner,00-0033553,1995-05-05,2017
Shane Vereen,NYG,RB,S.Vereen,00-0027994,1989-03-02,2017
DeAndre Washington,OAK,RB,D.Washington,00-0032940,1993-02-22,2017
Terron Ward,ATL,RB,T.Ward,00-0031682,1992-02-15,2017
Robert Turbin,IND,RB,R.Turbin,00-0029273,1989-12-02,2017
Dwayne Washington,DET,RB,D.Washington,00-0032450,1994-04-24,2017
Paul Perkins,NYG,RB,P.Perkins,00-0032417,1994-11-16,2017
Byron Marshall,WAS,RB,B.Marshall,00-0032964,1994-02-13,2017
Elijhaa Penny,ARI,RB,E.Penny,00-0032813,1993-08-17,2017
Cameron Artis-Payne,CAR,RB,C.Artis-Payne,00-0031599,1990-06-23,2017
Danny Woodhead,BAL,RB,D.Woodhead,00-0026019,1985-01-25,2017
Brian Hill,CIN,RB,B.Hill,00-0033567,1995-11-09,2017
Charles Sims,TB,RB,C.Sims,00-0031390,1990-09-19,2017
Charcandrick West,KC,RB,C.West,00-0030668,1991-06-02,2017
C.J. Prosise,SEA,RB,C.Prosise,00-0032393,1994-05-20,2017
Kenjon Barner,PHI,RB,K.Barner,00-0030465,1989-04-28,2017
Brandon Bolden,NE,RB,B.Bolden,00-0029239,1990-01-26,2017
Fitzgerald Toussaint,PIT,RB,F.Toussaint,00-0031332,1990-05-04,2017
Jamize Olawale,OAK,FB,J.Olawale,00-0029492,1989-04-17,2017
LeShun Daniels,WAS,RB,L.Daniels,00-0033384,1995-06-04,2017
Zach Zenner,DET,RB,Z.Zenner,00-0031665,1991-09-13,2017
Andre Williams,LAC,RB,A.Williams,00-0031055,1992-08-28,2017
Trey Edmunds,NO,RB,T.Edmunds,00-0033838,1994-12-30,2017
Tyler Ervin,HOU,RB,T.Ervin,00-0032404,1993-10-07,2017
Matt Jones,IND,RB,M.Jones,00-0031939,1993-03-07,2017
Raheem Mostert,SF,RB,R.Mostert,00-0031687,1992-04-09,2017
D.J. Foster,ARI,RB,D.Foster,00-0032577,1993-11-22,2017
De'Angelo Henderson Sr.,DEN,RB,D.Sr.,00-0033581,1992-11-24,2017
Anthony Sherman,KC,FB,A.Sherman,00-0028074,1988-12-11,2017
Zach Line,NO,RB,Z.Line,00-0029931,1990-04-26,2017
Kyle Juszczyk,SF,FB,K.Juszczyk,00-0029892,1991-04-23,2017
Benny Cunningham,CHI,RB,B.Cunningham,00-0029795,1990-07-07,2017
Senorise Perry,MIA,RB,S.Perry,00-0031209,1991-09-19,2017
Akeem Hunt,KC,RB,A.Hunt,00-0031743,1993-02-22,2017
Derek Watt,LAC,FB,D.Watt,00-0032897,1992-11-07,2017
Fozzy Whittaker,CAR,RB,F.Whittaker,00-0029731,1989-02-02,2017
David Fluellen,TEN,RB,D.Fluellen,00-0030711,1992-01-28,2017
John Kuhn,NO,FB,J.Kuhn,00-0022999,1982-09-09,2017
Matt Dayes,CLE,RB,M.Dayes,00-0033596,1994-09-03,2017
C.J. Ham,MIN,RB,C.Ham,00-0032918,1993-07-22,2017
Aaron Ripkowski,GB,FB,A.Ripkowski,00-0031612,1992-12-20,2017
Terrell Watson,PIT,RB,T.Watson,00-0031793,1993-08-22,2017
Andy Janovich,DEN,FB,A.Janovich,00-0032956,1993-05-23,2017
Michael Burton,CHI,FB,M.Burton,00-0031595,1992-02-01,2017
Derrick Coleman,ATL,FB,D.Coleman,00-0029068,1990-10-18,2017
Andre Ellington,HOU,RB,A.Ellington,00-0030287,1989-02-03,2017
Josh Ferguson,IND,RB,J.Ferguson,00-0032377,1993-05-23,2017
Bobby Rainey,BAL,RB,B.Rainey,00-0029384,1987-10-16,2017
Tommy Bohanon,JAX,FB,T.Bohanon,00-0030112,1990-09-10,2017
Justin Davis,LA,RB,J.Davis,00-0033760,1995-11-11,2017
Devante Mays,GB,RB,D.Mays,00-0033304,1994-05-26,2017
Lawrence Thomas,NYJ,FB,L.Thomas,00-0032740,1993-04-16,2017
Roosevelt Nix,PIT,FB,R.Nix,00-0030741,1992-03-30,2017
C.J. Spiller,KC,RB,C.Spiller,00-0027861,1987-08-05,2017
Patrick DiMarco,BUF,FB,P.DiMarco,00-0028581,1989-04-30,2017
Bronson Hill,ARI,RB,B.Hill,00-0032298,1993-01-02,2017
Darren McFadden,DAL,RB,D.McFadden,00-0026144,1987-08-27,2017
Jarvis Landry,MIA,WR,J.Landry,00-0031382,1992-11-28,2017
Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,1983-08-31,2017
Michael Thomas,NO,WR,M.Thomas,00-0032765,1993-03-03,2017
Keenan Allen,LAC,WR,K.Allen,00-0030279,1992-04-27,2017
Antonio Brown,PIT,WR,A.Brown,00-0027793,1988-07-10,2017
DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564,1992-06-06,2017
Golden Tate,DET,WR,G.Tate,00-0027891,1988-08-02,2017
Adam Thielen,MIN,WR,A.Thielen,00-0030035,1990-08-22,2017
Julio Jones,ATL,WR,J.Jones,00-0027944,1989-02-08,2017
Demaryius Thomas,DEN,WR,D.Thomas,00-0027874,1987-12-25,2017
Doug Baldwin,SEA,WR,D.Baldwin,00-0028434,1988-09-21,2017
A.J. Green,CIN,WR,A.Green,00-0027942,1988-07-31,2017
Tyreek Hill,KC,WR,T.Hill,00-0033040,1994-03-01,2017
Davante Adams,GB,WR,D.Adams,00-0031381,1992-12-24,2017
Mike Evans,TB,WR,M.Evans,00-0031408,1993-08-21,2017
Dez Bryant,DAL,WR,D.Bryant,00-0027902,1988-11-04,2017
Mohamed Sanu,ATL,WR,M.Sanu,00-0029632,1989-08-22,2017
Randall Cobb,GB,WR,R.Cobb,00-0028002,1990-08-22,2017
Jamison Crowder,WAS,WR,J.Crowder,00-0031941,1993-06-17,2017
Brandin Cooks,NE,WR,B.Cooks,00-0031236,1993-09-25,2017
Jermaine Kearse,NYJ,WR,J.Kearse,00-0029159,1990-02-06,2017
Stefon Diggs,MIN,WR,S.Diggs,00-0031588,1993-11-29,2017
Robby Anderson,NYJ,WR,R.Anderson,00-0032688,1993-05-09,2017
Devin Funchess,CAR,WR,D.Funchess,00-0032055,1994-05-21,2017
Nelson Agholor,PHI,WR,N.Agholor,00-0031549,1993-05-24,2017
Cooper Kupp,LA,WR,C.Kupp,00-0033908,1993-06-15,2017
Danny Amendola,NE,WR,D.Amendola,00-0026035,1985-11-02,2017
Adam Humphries,TB,WR,A.Humphries,00-0032009,1993-06-24,2017
Marvin Jones,DET,WR,M.Jones,00-0029293,1990-03-12,2017
Sterling Shepard,NYG,WR,S.Shepard,00-0032385,1993-02-10,2017
Kendall Wright,CHI,WR,K.Wright,00-0029708,1989-11-12,2017
Michael Crabtree,OAK,WR,M.Crabtree,00-0026986,1987-09-14,2017
JuJu Smith-Schuster,PIT,WR,J.Smith-Schuster,00-0033857,1996-11-22,2017
Kenny Stills,MIA,WR,K.Stills,00-0030085,1992-04-22,2017
T.Y. Hilton,IND,WR,T.Hilton,00-0029608,1989-11-14,2017
Alshon Jeffery,PHI,WR,A.Jeffery,00-0029137,1990-02-14,2017
DeVante Parker,MIA,WR,D.Parker,00-0031547,1993-01-20,2017
Marquise Goodwin,SF,WR,M.Goodwin,00-0030068,1990-11-19,2017
Marqise Lee,JAX,WR,M.Lee,00-0031431,1991-11-25,2017
Robert Woods,LA,WR,R.Woods,00-0030431,1992-04-10,2017
Eric Decker,TEN,WR,E.Decker,00-0027690,1987-03-15,2017
Ted Ginn,NO,WR,T.Ginn,00-0025396,1985-04-12,2017
Rishard Matthews,TEN,WR,R.Matthews,00-0029580,1989-10-12,2017
Jordy Nelson,GB,WR,J.Nelson,00-0026176,1985-05-31,2017
Terrance Williams,DAL,WR,T.Williams,00-0030542,1989-09-18,2017
Brandon LaFell,CIN,WR,B.LaFell,00-0027681,1986-11-04,2017
Mike Wallace,BAL,WR,M.Wallace,00-0026901,1986-08-01,2017
Martavis Bryant,PIT,WR,M.Bryant,00-0031373,1991-12-20,2017
DeSean Jackson,TB,WR,D.Jackson,00-0026189,1986-12-01,2017
Amari Cooper,OAK,WR,A.Cooper,00-0031544,1994-06-17,2017
Emmanuel Sanders,DEN,WR,E.Sanders,00-0027685,1987-03-17,2017
Ryan Grant,WAS,WR,R.Grant,00-0031068,1990-12-19,2017
Tyler Lockett,SEA,WR,T.Lockett,00-0032211,1992-09-28,2017
Paul Richardson,SEA,WR,P.Richardson,00-0031257,1992-04-13,2017
Seth Roberts,OAK,WR,S.Roberts,00-0031166,1991-02-22,2017
Trent Taylor,SF,WR,T.Taylor,00-0033292,1994-04-30,2017
Tyrell Williams,LAC,WR,T.Williams,00-0032160,1992-02-12,2017
Keelan Cole,JAX,WR,K.Cole,00-0033681,1993-04-20,2017
Albert Wilson,KC,WR,A.Wilson,00-0030669,1992-07-12,2017
Pierre Garcon,SF,WR,P.Garcon,00-0026345,1986-08-08,2017
Jeremy Maclin,BAL,WR,J.Maclin,00-0026995,1988-05-11,2017
Allen Hurns,JAX,WR,A.Hurns,00-0030821,1991-11-12,2017
Sammy Watkins,LA,WR,S.Watkins,00-0031325,1993-06-14,2017
Cole Beasley,DAL,WR,C.Beasley,00-0029000,1989-04-26,2017
Roger Lewis,NYG,WR,R.Lewis,00-0032659,1993-11-27,2017
Torrey Smith,PHI,WR,T.Smith,00-0027996,1989-01-26,2017
Josh Doctson,WAS,WR,J.Doctson,00-0032760,1992-12-03,2017
Travis Benjamin,LAC,WR,T.Benjamin,00-0029269,1989-12-29,2017
Corey Davis,TEN,WR,C.Davis,00-0033871,1995-01-11,2017
Chris Godwin,TB,WR,C.Godwin,00-0033921,1996-02-27,2017
Chris Hogan,NE,WR,C.Hogan,00-0028237,1987-10-24,2017
Taylor Gabriel,ATL,WR,T.Gabriel,00-0031228,1991-02-17,2017
Jaron Brown,ARI,WR,J.Brown,00-0030300,1990-01-08,2017
Cordarrelle Patterson,OAK,WR,C.Patterson,00-0030578,1991-03-17,2017
T.J. Jones,DET,WR,T.Jones,00-0031189,1992-07-19,2017
Bruce Ellington,HOU,WR,B.Ellington,00-0031326,1991-08-22,2017
Bennie Fowler,DEN,WR,B.Fowler,00-0030670,1991-06-10,2017
J.J. Nelson,ARI,WR,J.Nelson,00-0032112,1992-04-24,2017
Will Fuller,HOU,WR,W.Fuller,00-0033127,1994-04-16,2017
Kenny Golladay,DET,WR,K.Golladay,00-0033932,1993-11-03,2017
Rashard Higgins,CLE,WR,R.Higgins,00-0032977,1994-10-07,2017
Zay Jones,BUF,WR,Z.Jones,00-0033891,1995-03-30,2017
Ricardo Louis,CLE,WR,R.Louis,00-0033079,1994-03-23,2017
Deonte Thompson,BUF,WR,D.Thompson,00-0029388,1989-02-14,2017
Dede Westbrook,JAX,WR,D.Westbrook,00-0033839,1993-11-21,2017
Donte Moncrief,IND,WR,D.Moncrief,00-0031339,1993-08-06,2017
Odell Beckham,NYG,WR,O.Beckham,00-0031235,1992-11-05,2017
Jordan Matthews,BUF,WR,J.Matthews,00-0031299,1992-07-16,2017
Josh Bellamy,CHI,WR,J.Bellamy,00-0029319,1989-05-18,2017
Geronimo Allison,GB,WR,G.Allison,00-0032626,1994-01-18,2017
Brandon Coleman,NO,WR,B.Coleman,00-0030801,1992-06-22,2017
Corey Coleman,CLE,WR,C.Coleman,00-0032966,1994-07-06,2017
Dontrelle Inman,CHI,WR,D.Inman,00-0028411,1989-01-31,2017
Chester Rogers,IND,WR,C.Rogers,00-0032355,1994-01-12,2017
Tyler Boyd,CIN,WR,T.Boyd,00-0033009,1994-11-15,2017
Jeremy Kerley,NYJ,WR,J.Kerley,00-0028091,1988-11-08,2017
John Brown,ARI,WR,J.Brown,00-0031051,1990-04-03,2017
Demarcus Robinson,KC,WR,D.Robinson,00-0032775,1994-09-21,2017
Justin Hardy,ATL,WR,J.Hardy,00-0031570,1991-12-18,2017
Terrelle Pryor,WAS,WR,T.Pryor,00-0028825,1989-06-20,2017
Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951,1995-06-14,2017
Michael Campanaro,BAL,WR,M.Campanaro,00-0031025,1991-01-25,2017
Cody Latimer,DEN,WR,C.Latimer,00-0031344,1992-10-10,2017
Braxton Miller,HOU,WR,B.Miller,00-0033069,1992-11-30,2017
Aldrick Robinson,SF,WR,A.Robinson,00-0028116,1988-09-24,2017
Josh Gordon,CLE,WR,J.Gordon,00-0029664,1991-04-13,2017
Tavarres King,NYG,WR,T.King,00-0030091,1990-07-14,2017
Brandon Marshall,NYG,WR,B.Marshall,00-0024334,1984-03-23,2017
Chris Moore,BAL,WR,C.Moore,00-0032398,1993-06-16,2017
Eli Rogers,PIT,WR,E.Rogers,00-0031782,1992-12-23,2017
Jarius Wright,MIN,WR,J.Wright,00-0029572,1989-11-25,2017
Russell Shepard,CAR,WR,R.Shepard,00-0030147,1990-09-17,2017
Kelvin Benjamin,BUF,WR,K.Benjamin,00-0031359,1991-02-05,2017
Kendrick Bourne,SF,WR,K.Bourne,00-0033307,1995-08-04,2017
Mack Hollins,PHI,WR,M.Hollins,00-0033555,1993-09-16,2017
Taywan Taylor,TEN,WR,T.Taylor,00-0033911,1995-03-02,2017
Kamar Aiken,IND,WR,K.Aiken,00-0028497,1989-05-30,2017
Brice Butler,DAL,WR,B.Butler,00-0030516,1990-01-29,2017
Curtis Samuel,CAR,WR,C.Samuel,00-0033282,1996-08-11,2017
De'Anthony Thomas,KC,WR,D.Thomas,00-0031060,1993-01-05,2017
Tavon Austin,LA,WR,T.Austin,00-0030525,1990-03-15,2017
Jakeem Grant,MIA,WR,J.Grant,00-0032791,1992-10-30,2017
Andre Holmes,BUF,WR,A.Holmes,00-0028263,1988-06-16,2017
Jordan Taylor,DEN,WR,J.Taylor,00-0031697,1992-02-18,2017
Phillip Dorsett,NE,WR,P.Dorsett,00-0032208,1993-01-05,2017
Alex Erickson,CIN,WR,A.Erickson,00-0032543,1992-11-06,2017
Chris Conley,KC,WR,C.Conley,00-0032128,1992-10-25,2017
Pharoh Cooper,LA,WR,P.Cooper,00-0033111,1995-03-07,2017
Josh Reynolds,LA,WR,J.Reynolds,00-0033943,1995-02-16,2017
Mike Williams,LAC,WR,M.Williams,00-0033536,1994-10-04,2017
Damiere Byrd,CAR,WR,D.Byrd,00-0031868,1993-01-27,2017
Michael Floyd,MIN,WR,M.Floyd,00-0029638,1989-11-27,2017
Tommylee Lewis,NO,WR,T.Lewis,00-0032881,1992-10-24,2017
Breshad Perriman,BAL,WR,B.Perriman,00-0032054,1993-09-10,2017
Chad Hansen,NYJ,WR,C.Hansen,00-0033840,1995-01-18,2017
Johnny Holton,OAK,WR,J.Holton,00-0032935,1991-08-22,2017
Kasen Williams,CLE,WR,K.Williams,00-0032250,1992-12-05,2017
Brenton Bersin,CAR,WR,B.Bersin,00-0029394,1990-05-09,2017
Amara Darboh,SEA,WR,A.Darboh,00-0033937,1994-02-01,2017
Louis Murphy,SF,WR,L.Murphy,00-0027089,1987-05-11,2017
Travis Rudolph,NYG,WR,T.Rudolph,00-0033717,1995-09-15,2017
Willie Snead,NO,WR,W.Snead,00-0030663,1992-10-17,2017
Leonte Carroo,MIA,WR,L.Carroo,00-0033060,1994-01-24,2017
Sammie Coates,CLE,WR,S.Coates,00-0032166,1993-03-31,2017
Josh Malone,CIN,WR,J.Malone,00-0033859,1996-03-21,2017
Jaydon Mickens,JAX,WR,J.Mickens,00-0033006,1994-04-21,2017
Brian Quick,WAS,WR,B.Quick,00-0029640,1989-06-05,2017
Neal Sterling,NYJ,WR,N.Sterling,00-0032120,1992-01-14,2017
ArDarius Stewart,NYJ,WR,A.Stewart,00-0033916,1993-12-08,2017
Ryan Switzer,DAL,WR,R.Switzer,00-0033562,1994-11-04,2017
Brandon Tate,BUF,WR,B.Tate,00-0027057,1987-10-05,2017
Kaelin Clay,CAR,WR,K.Clay,00-0032115,1992-01-02,2017
Trevor Davis,GB,WR,T.Davis,00-0032423,1993-07-04,2017
Brittan Golden,ARI,WR,B.Golden,00-0029336,1988-07-20,2017
Marcus Johnson,PHI,WR,M.Johnson,00-0032980,1994-08-05,2017
Freddie Martino,TB,WR,F.Martino,00-0030737,1991-09-07,2017
Tanner McEvoy,SEA,WR,T.McEvoy,00-0032475,1993-01-26,2017
Hunter Sharp,NYG,WR,H.Sharp,00-0032839,1994-04-25,2017
