Player,Team,Pos,name,GSIS_ID,Birth_date,season
Thomas Rawls,SEA,RB,T.Rawls,00-0031897,1993-08-03,2016
Justin Forsett,DEN,RB,J.Forsett,00-0026373,1985-10-14,2016
Mike Gillislee,BUF,RB,M.Gillislee,00-0030433,1990-11-01,2016
Devontae Booker,DEN,RB,D.Booker,00-0032972,1992-05-27,2016
DeAngelo Williams,PIT,RB,D.Williams,00-0024242,1983-04-25,2016
Jerick McKinnon,MIN,RB,J.McKinnon,00-0031376,1992-05-03,2016
Theo Riddick,DET,RB,T.Riddick,00-0030107,1991-05-04,2016
Tim Hightower,NO,RB,T.Hightower,00-0026289,1986-05-23,2016
Giovani Bernard,CIN,RB,G.Bernard,00-0030456,1991-11-22,2016
DeAndre Washington,OAK,RB,D.Washington,00-0032940,1993-02-22,2016
Derrick Henry,TEN,RB,D.Henry,00-0032764,1994-01-04,2016
Paul Perkins,NYG,RB,P.Perkins,00-0032417,1994-11-16,2016
Kenneth Dixon,BAL,RB,K.Dixon,00-0032411,1994-01-21,2016
Shane Vereen,NYG,RB,S.Vereen,00-0027994,1989-03-02,2016
T.J. Yeldon,JAX,RB,T.Yeldon,00-0032209,1993-10-02,2016
Jalen Richard,OAK,RB,J.Richard,00-0033025,1993-10-15,2016
Ty Montgomery,GB,RB,T.Montgomery,00-0032200,1993-01-22,2016
Terron Ward,ATL,RB,T.Ward,00-0031682,1992-02-15,2016
Alfred Blue,HOU,RB,A.Blue,00-0031075,1991-04-27,2016
Darren Sproles,PHI,RB,D.Sproles,00-0023564,1983-06-20,2016
Darren McFadden,DAL,RB,D.McFadden,00-0026144,1987-08-27,2016
C.J. Prosise,SEA,RB,C.Prosise,00-0032393,1994-05-20,2016
Terrell Watson,PHI,RB,T.Watson,00-0031793,1993-08-22,2016
Ronnie Hillman,SD,RB,R.Hillman,00-0029683,1991-09-14,2016
Matt Asiata,MIN,RB,M.Asiata,00-0028198,1987-07-24,2016
Adrian Peterson,MIN,RB,A.Peterson,00-0025394,1985-03-21,2016
Wendell Smallwood,PHI,RB,W.Smallwood,00-0032782,1994-01-20,2016
Zach Zenner,DET,FB,Z.Zenner,00-0031665,1991-09-13,2016
Chris Johnson,ARI,RB,C.Johnson,00-0026164,1985-09-23,2016
Duke Johnson,CLE,RB,D.Johnson,00-0032257,1993-09-23,2016
Chris Thompson,WAS,RB,C.Thompson,00-0030404,1990-10-20,2016
Dwayne Washington,DET,RB,D.Washington,00-0032450,1994-04-24,2016
Khiry Robinson,NYJ,RB,K.Robinson,00-0030348,1989-12-28,2016
Rex Burkhead,CIN,RB,R.Burkhead,00-0030288,1990-07-02,2016
Charles Sims,TB,RB,C.Sims,00-0031390,1990-09-19,2016
Charcandrick West,KC,RB,C.West,00-0030668,1991-06-02,2016
Christine Michael,GB,RB,C.Michael,00-0030432,1990-11-09,2016
Alfred Morris,DAL,RB,A.Morris,00-0029141,1988-12-12,2016
Jeremy Langford,CHI,RB,J.Langford,00-0031569,1991-12-06,2016
Fozzy Whittaker,CAR,RB,F.Whittaker,00-0029731,1989-02-02,2016
James Starks,GB,RB,J.Starks,00-0027791,1986-02-25,2016
Kerwynn Williams,ARI,RB,K.Williams,00-0030117,1991-06-09,2016
Antone Smith,TB,RB,A.Smith,00-0026855,1985-09-17,2016
Corey Grant,JAX,RB,C.Grant,00-0031731,1991-12-19,2016
Peyton Barber,TB,RB,P.Barber,00-0032741,1994-02-27,2016
Kenneth Farrow,SD,RB,K.Farrow,00-0032902,1993-03-07,2016
Troymaine Pope,SEA,RB,T.Pope,00-0033164,1993-11-29,2016
DuJuan Harris,SF,RB,D.Harris,00-0028409,1988-09-03,2016
Arian Foster,MIA,RB,A.Foster,00-0026796,1986-08-24,2016
Akeem Hunt,HOU,RB,A.Hunt,00-0031743,1993-02-22,2016
Jamaal Charles,KC,RB,J.Charles,00-0026213,1986-12-27,2016
Shaun Draughn,SF,RB,S.Draughn,00-0028202,1987-12-07,2016
Alex Collins,SEA,RB,A.Collins,00-0032426,1994-08-26,2016
Kenyan Drake,MIA,RB,K.Drake,00-0033118,1994-01-26,2016
Orleans Darkwa,NYG,RB,O.Darkwa,00-0030860,1992-02-28,2016
Denard Robinson,JAX,RB,D.Robinson,00-0030547,1990-09-22,2016
Robert Turbin,IND,RB,R.Turbin,00-0029273,1989-12-02,2016
Kapri Bibbs,DEN,RB,K.Bibbs,00-0031102,1993-01-10,2016
Don Jackson,GB,RB,D.Jackson,00-0032636,1993-09-07,2016
Ka'Deem Carey,CHI,RB,K.Carey,00-0031057,1992-10-30,2016
Jonathan Grimes,HOU,RB,J.Grimes,00-0029510,1989-12-21,2016
James White,NE,RB,J.White,00-0031062,1992-02-03,2016
Kenjon Barner,PHI,RB,K.Barner,00-0030465,1989-04-28,2016
Aaron Ripkowski,GB,FB,A.Ripkowski,00-0031612,1992-12-20,2016
Benny Cunningham,LA,RB,B.Cunningham,00-0029795,1990-07-07,2016
Mack Brown,WAS,RB,M.Brown,00-0032048,1991-09-24,2016
Jonathan Williams,BUF,RB,J.Williams,00-0032975,1994-02-02,2016
D.J. Foster,NE,RB,D.Foster,00-0032577,1993-11-22,2016
Damien Williams,MIA,RB,D.Williams,00-0030874,1992-04-03,2016
Isaiah Pead,MIA,RB,I.Pead,00-0029626,1989-12-14,2016
Mike Tolbert,CAR,FB,M.Tolbert,00-0026069,1985-11-23,2016
Joe Banyard,JAX,RB,J.Banyard,00-0029048,1988-11-12,2016
Stevan Ridley,ATL,RB,S.Ridley,00-0028011,1989-01-27,2016
Brandon Wilds,NYJ,RB,B.Wilds,00-0032593,1993-07-22,2016
Mike Davis,SF,RB,M.Davis,00-0032063,1993-02-19,2016
Andre Ellington,ARI,RB,A.Ellington,00-0030287,1989-02-03,2016
Terrence Magee,SEA,RB,T.Magee,00-0031768,1993-03-16,2016
Raheem Mostert,SF,RB,R.Mostert,00-0031687,1992-04-09,2016
Daniel Lasco,NO,RB,D.Lasco,00-0032804,1992-10-09,2016
Javorius Allen,BAL,RB,J.Allen,00-0031577,1991-08-27,2016
Bobby Rainey,NYG,RB,B.Rainey,00-0029384,1987-10-16,2016
Jordan Todman,IND,RB,J.Todman,00-0028121,1990-02-24,2016
Bronson Hill,JAX,RB,B.Hill,00-0032298,1993-01-02,2016
Fitzgerald Toussaint,PIT,RB,F.Toussaint,00-0031332,1990-05-04,2016
Juwan Thompson,DEN,RB,J.Thompson,00-0030705,1992-05-13,2016
Andy Janovich,DEN,FB,A.Janovich,00-0032956,1993-05-23,2016
Jamize Olawale,OAK,FB,J.Olawale,00-0029492,1989-04-17,2016
Knile Davis,KC,RB,K.Davis,00-0030280,1991-10-05,2016
Cedric Peerman,CIN,RB,C.Peerman,00-0026932,1986-10-10,2016
Malcolm Brown,LA,RB,M.Brown,00-0031806,1993-05-15,2016
Lance Dunbar,DAL,RB,L.Dunbar,00-0029004,1990-01-25,2016
John Kuhn,NO,FB,J.Kuhn,00-0022999,1982-09-09,2016
C.J. Spiller,NYJ,RB,C.Spiller,00-0027861,1987-08-05,2016
George Atkinson,CLE,RB,G.Atkinson,00-0031158,1992-11-29,2016
J.D. McKissic,SEA,RB,J.McKissic,00-0032602,1993-08-15,2016
Kyle Juszczyk,BAL,FB,K.Juszczyk,00-0029892,1991-04-23,2016
Travaris Cadet,NO,RB,T.Cadet,00-0029205,1989-02-01,2016
Josh Ferguson,IND,RB,J.Ferguson,00-0032377,1993-05-23,2016
Zach Line,MIN,FB,Z.Line,00-0029931,1990-04-26,2016
Antonio Andrews,TEN,RB,A.Andrews,00-0030789,1992-08-17,2016
Jerome Felton,BUF,FB,J.Felton,00-0026286,1986-07-03,2016
Paul Lasike,CHI,FB,P.Lasike,00-0031706,1990-06-18,2016
Stepfan Taylor,ARI,RB,S.Taylor,00-0030282,1991-06-09,2016
Jay Prosch,HOU,FB,J.Prosch,00-0031085,1992-08-21,2016
George Farmer,SEA,RB,G.Farmer,00-0031746,1993-07-04,2016
Keith Smith,DAL,FB,K.Smith,00-0030968,1992-04-08,2016
Brandon Bolden,NE,RB,B.Bolden,00-0029239,1990-01-26,2016
Will Tukuafu,SEA,FB,W.Tukuafu,00-0027905,1984-01-03,2016
Tyler Ervin,HOU,RB,T.Ervin,00-0032404,1993-10-07,2016
Derek Watt,SD,FB,D.Watt,00-0032897,1992-11-07,2016
Jalston Fowler,TEN,FB,J.Fowler,00-0032130,1990-07-26,2016
Joe Kerridge,GB,RB,J.Kerridge,00-0032375,1992-09-17,2016
Marcel Reece,SEA,FB,M.Reece,00-0026393,1985-06-23,2016
Lorenzo Taliaferro,BAL,RB,L.Taliaferro,00-0031066,1991-12-23,2016
Reggie Bush,BUF,RB,R.Bush,00-0024217,1985-03-02,2016
Taiwan Jones,OAK,RB,T.Jones,00-0028063,1988-07-26,2016
Brandon Burks,NYJ,RB,B.Burks,00-0032844,1993-11-01,2016
Larry Fitzgerald,ARI,WR,L.Fitzgerald,00-0022921,1983-08-31,2016
Antonio Brown,PIT,WR,A.Brown,00-0027793,1988-07-10,2016
Odell Beckham,NYG,WR,O.Beckham,00-0031235,1992-11-05,2016
Julian Edelman,NE,WR,J.Edelman,00-0027150,1986-05-22,2016
Jordy Nelson,GB,WR,J.Nelson,00-0026176,1985-05-31,2016
Mike Evans,TB,WR,M.Evans,00-0031408,1993-08-21,2016
Doug Baldwin,SEA,WR,D.Baldwin,00-0028434,1988-09-21,2016
Jarvis Landry,MIA,WR,J.Landry,00-0031382,1992-11-28,2016
Michael Thomas,NO,WR,M.Thomas,00-0032765,1993-03-03,2016
T.Y. Hilton,IND,WR,T.Hilton,00-0029608,1989-11-14,2016
Golden Tate,DET,WR,G.Tate,00-0027891,1988-08-02,2016
Demaryius Thomas,DEN,WR,D.Thomas,00-0027874,1987-12-25,2016
Michael Crabtree,OAK,WR,M.Crabtree,00-0026986,1987-09-14,2016
Stefon Diggs,MIN,WR,S.Diggs,00-0031588,1993-11-29,2016
Amari Cooper,OAK,WR,A.Cooper,00-0031544,1994-06-17,2016
Julio Jones,ATL,WR,J.Jones,00-0027944,1989-02-08,2016
Pierre Garcon,WAS,WR,P.Garcon,00-0026345,1986-08-08,2016
Emmanuel Sanders,DEN,WR,E.Sanders,00-0027685,1987-03-17,2016
Brandin Cooks,NO,WR,B.Cooks,00-0031236,1993-09-25,2016
DeAndre Hopkins,HOU,WR,D.Hopkins,00-0030564,1992-06-06,2016
Terrelle Pryor,CLE,WR,T.Pryor,00-0028825,1989-06-20,2016
Davante Adams,GB,WR,D.Adams,00-0031381,1992-12-24,2016
Cole Beasley,DAL,WR,C.Beasley,00-0029000,1989-04-26,2016
Jordan Matthews,PHI,WR,J.Matthews,00-0031299,1992-07-16,2016
Allen Robinson,JAX,WR,A.Robinson,00-0031428,1993-08-24,2016
Willie Snead,NO,WR,W.Snead,00-0030663,1992-10-17,2016
Mike Wallace,BAL,WR,M.Wallace,00-0026901,1986-08-01,2016
Steve Smith,BAL,WR,S.Smith,00-0020337,1979-05-12,2016
Adam Thielen,MIN,WR,A.Thielen,00-0030035,1990-08-22,2016
Tyrell Williams,SD,WR,T.Williams,00-0032160,1992-02-12,2016
Kenny Britt,LA,WR,K.Britt,00-0027006,1988-09-19,2016
Anquan Boldin,DET,WR,A.Boldin,00-0022084,1980-10-03,2016
Jamison Crowder,WAS,WR,J.Crowder,00-0031941,1993-06-17,2016
A.J. Green,CIN,WR,A.Green,00-0027942,1988-07-31,2016
Cameron Meredith,CHI,WR,C.Meredith,00-0031912,1992-09-21,2016
Rishard Matthews,TEN,WR,R.Matthews,00-0029580,1989-10-12,2016
Sterling Shepard,NYG,WR,S.Shepard,00-0032385,1993-02-10,2016
Jeremy Kerley,SF,WR,J.Kerley,00-0028091,1988-11-08,2016
Brandon LaFell,CIN,WR,B.LaFell,00-0027681,1986-11-04,2016
Kelvin Benjamin,CAR,WR,K.Benjamin,00-0031359,1991-02-05,2016
Marqise Lee,JAX,WR,M.Lee,00-0031431,1991-11-25,2016
Tyreek Hill,KC,WR,T.Hill,00-0033040,1994-03-01,2016
Randall Cobb,GB,WR,R.Cobb,00-0028002,1990-08-22,2016
Brandon Marshall,NYJ,WR,B.Marshall,00-0024334,1984-03-23,2016
Mohamed Sanu,ATL,WR,M.Sanu,00-0029632,1989-08-22,2016
Tavon Austin,LA,WR,T.Austin,00-0030525,1990-03-15,2016
Quincy Enunwa,NYJ,WR,Q.Enunwa,00-0031023,1992-05-31,2016
Dontrelle Inman,SD,WR,D.Inman,00-0028411,1989-01-31,2016
DeSean Jackson,WAS,WR,D.Jackson,00-0026189,1986-12-01,2016
DeVante Parker,MIA,WR,D.Parker,00-0031547,1993-01-20,2016
Adam Humphries,TB,WR,A.Humphries,00-0032009,1993-06-24,2016
Marvin Jones,DET,WR,M.Jones,00-0029293,1990-03-12,2016
Tyler Boyd,CIN,WR,T.Boyd,00-0033009,1994-11-15,2016
Ted Ginn,CAR,WR,T.Ginn,00-0025396,1985-04-12,2016
Alshon Jeffery,CHI,WR,A.Jeffery,00-0029137,1990-02-14,2016
Cordarrelle Patterson,MIN,WR,C.Patterson,00-0030578,1991-03-17,2016
Robert Woods,BUF,WR,R.Woods,00-0030431,1992-04-10,2016
Dez Bryant,DAL,WR,D.Bryant,00-0027902,1988-11-04,2016
Eli Rogers,PIT,WR,E.Rogers,00-0031782,1992-12-23,2016
Travis Benjamin,SD,WR,T.Benjamin,00-0029269,1989-12-29,2016
Will Fuller,HOU,WR,W.Fuller,00-0033127,1994-04-16,2016
Chris Conley,KC,WR,C.Conley,00-0032128,1992-10-25,2016
Jeremy Maclin,KC,WR,J.Maclin,00-0026995,1988-05-11,2016
Terrance Williams,DAL,WR,T.Williams,00-0030542,1989-09-18,2016
Robby Anderson,NYJ,WR,R.Anderson,00-0032688,1993-05-09,2016
Kenny Stills,MIA,WR,K.Stills,00-0030085,1992-04-22,2016
Jermaine Kearse,SEA,WR,J.Kearse,00-0029159,1990-02-06,2016
Tyler Lockett,SEA,WR,T.Lockett,00-0032211,1992-09-28,2016
Brian Quick,LA,WR,B.Quick,00-0029640,1989-06-05,2016
Tajae Sharpe,TEN,WR,T.Sharpe,00-0032778,1994-12-23,2016
John Brown,ARI,WR,J.Brown,00-0031051,1990-04-03,2016
Victor Cruz,NYG,WR,V.Cruz,00-0027265,1986-11-11,2016
Chris Hogan,NE,WR,C.Hogan,00-0028237,1987-10-24,2016
Seth Roberts,OAK,WR,S.Roberts,00-0031166,1991-02-22,2016
Quinton Patton,SF,WR,Q.Patton,00-0030450,1990-08-09,2016
Nelson Agholor,PHI,WR,N.Agholor,00-0031549,1993-05-24,2016
Dorial Green-Beckham,PHI,WR,D.Green-Beckham,00-0032218,1993-04-12,2016
Taylor Gabriel,ATL,WR,T.Gabriel,00-0031228,1991-02-17,2016
Allen Hurns,JAX,WR,A.Hurns,00-0030821,1991-11-12,2016
J.J. Nelson,ARI,WR,J.Nelson,00-0032112,1992-04-24,2016
Corey Coleman,CLE,WR,C.Coleman,00-0032966,1994-07-06,2016
Phillip Dorsett,IND,WR,P.Dorsett,00-0032208,1993-01-05,2016
Andrew Hawkins,CLE,WR,A.Hawkins,00-0027918,1986-03-10,2016
Breshad Perriman,BAL,WR,B.Perriman,00-0032054,1993-09-10,2016
Eddie Royal,CHI,WR,E.Royal,00-0026182,1986-05-21,2016
Malcolm Mitchell,NE,WR,M.Mitchell,00-0032400,1992-07-20,2016
Albert Wilson,KC,WR,A.Wilson,00-0030669,1992-07-12,2016
Donte Moncrief,IND,WR,D.Moncrief,00-0031339,1993-08-06,2016
Kamar Aiken,BAL,WR,K.Aiken,00-0028497,1989-05-30,2016
Marquise Goodwin,BUF,WR,M.Goodwin,00-0030068,1990-11-19,2016
Kendall Wright,TEN,WR,K.Wright,00-0029708,1989-11-12,2016
Sammy Watkins,BUF,WR,S.Watkins,00-0031325,1993-06-14,2016
Corey Brown,CAR,WR,C.Brown,00-0031118,1991-12-16,2016
Brandon Coleman,NO,WR,B.Coleman,00-0030801,1992-06-22,2016
Bryan Walters,JAX,WR,B.Walters,00-0027595,1987-11-04,2016
Danny Amendola,NE,WR,D.Amendola,00-0026035,1985-11-02,2016
Devin Funchess,CAR,WR,D.Funchess,00-0032055,1994-05-21,2016
Russell Shepard,TB,WR,R.Shepard,00-0030147,1990-09-17,2016
Deonte Thompson,CHI,WR,D.Thompson,00-0029388,1989-02-14,2016
Sammie Coates,PIT,WR,S.Coates,00-0032166,1993-03-31,2016
Justin Hardy,ATL,WR,J.Hardy,00-0031570,1991-12-18,2016
Jordan Norwood,DEN,WR,J.Norwood,00-0026739,1986-09-28,2016
Paul Richardson,SEA,WR,P.Richardson,00-0031257,1992-04-13,2016
Charles D. Johnson,MIN,WR,C.Johnson,00-0030113,1989-02-27,2016
Aldrick Robinson,ATL,WR,A.Robinson,00-0028116,1988-09-24,2016
Torrey Smith,SF,WR,T.Smith,00-0027996,1989-01-26,2016
Josh Bellamy,CHI,WR,J.Bellamy,00-0029319,1989-05-18,2016
Charone Peake,NYJ,WR,C.Peake,00-0032959,1992-10-16,2016
Chester Rogers,IND,WR,C.Rogers,00-0032355,1994-01-12,2016
Kevin White,CHI,WR,K.White,00-0031545,1992-06-25,2016
Ricardo Louis,CLE,WR,R.Louis,00-0033079,1994-03-23,2016
Rod Streater,SF,WR,R.Streater,00-0029129,1988-02-09,2016
Cody Core,CIN,WR,C.Core,00-0032795,1994-04-17,2016
Cobi Hamilton,PIT,WR,C.Hamilton,00-0030290,1990-11-13,2016
Brice Butler,DAL,WR,B.Butler,00-0030516,1990-01-29,2016
Jordan Taylor,DEN,WR,J.Taylor,00-0031697,1992-02-18,2016
Harry Douglas,TEN,WR,H.Douglas,00-0026224,1984-09-16,2016
Vincent Jackson,TB,WR,V.Jackson,00-0023496,1983-01-14,2016
Braxton Miller,HOU,WR,B.Miller,00-0033069,1992-11-30,2016
Pharoh Cooper,LA,WR,P.Cooper,00-0033111,1995-03-07,2016
Andre Holmes,OAK,WR,A.Holmes,00-0028263,1988-06-16,2016
Jalin Marshall,NYJ,WR,J.Marshall,00-0032694,1995-07-21,2016
Walt Powell,BUF,WR,W.Powell,00-0031268,1991-11-23,2016
Andre Roberts,DET,WR,A.Roberts,00-0027691,1988-01-09,2016
Jaelen Strong,HOU,WR,J.Strong,00-0031560,1994-01-25,2016
Chris Harper,SF,WR,C.Harper,00-0031854,1993-12-07,2016
James Wright,CIN,WR,J.Wright,00-0031291,1991-12-31,2016
Geronimo Allison,GB,WR,G.Allison,00-0032626,1994-01-18,2016
Jaron Brown,ARI,WR,J.Brown,00-0030300,1990-01-08,2016
Bennie Fowler,DEN,WR,B.Fowler,00-0030670,1991-06-10,2016
Jeff Janis,GB,WR,J.Janis,00-0031001,1991-06-24,2016
Cecil Shorts,TB,WR,C.Shorts,00-0028052,1987-12-22,2016
Jarius Wright,MIN,WR,J.Wright,00-0029572,1989-11-25,2016
Justin Hunter,BUF,WR,J.Hunter,00-0030521,1991-05-20,2016
Keith Mumphery,HOU,WR,K.Mumphery,00-0031600,1992-06-05,2016
Eric Decker,NYJ,WR,E.Decker,00-0027690,1987-03-15,2016
Ryan Grant,WAS,WR,R.Grant,00-0031068,1990-12-19,2016
Andre Johnson,TEN,WR,A.Johnson,00-0022044,1981-07-11,2016
Tanner McEvoy,SEA,WR,T.McEvoy,00-0032475,1993-01-26,2016
Paul Turner,PHI,WR,P.Turner,00-0032841,1993-05-10,2016
Marquess Wilson,CHI,WR,M.Wilson,00-0030047,1992-09-14,2016
Brittan Golden,ARI,WR,B.Golden,00-0029336,1988-07-20,2016
Maurice Harris,WAS,WR,M.Harris,00-0032362,1992-11-11,2016
Cody Latimer,DEN,WR,C.Latimer,00-0031344,1992-10-10,2016
Freddie Martino,TB,WR,F.Martino,00-0030737,1991-09-07,2016
Brandon Tate,BUF,WR,B.Tate,00-0027057,1987-10-05,2016
Aaron Burbridge,SF,WR,A.Burbridge,00-0032441,1993-12-23,2016
Tommylee Lewis,NO,WR,T.Lewis,00-0032881,1992-10-24,2016
Roger Lewis,NYG,WR,R.Lewis,00-0032659,1993-11-27,2016
Dexter McCluster,SD,WR,D.McCluster,00-0027651,1988-08-25,2016
Chris Moore,BAL,WR,C.Moore,00-0032398,1993-06-16,2016
De'Anthony Thomas,KC,WR,D.Thomas,00-0031060,1993-01-05,2016
Keenan Allen,SD,WR,K.Allen,00-0030279,1992-04-27,2016
DeMarcus Ayers,PIT,WR,D.Ayers,00-0032365,1994-07-07,2016
Alex Erickson,CIN,WR,A.Erickson,00-0032543,1992-11-06,2016
Darrius Heyward-Bey,PIT,WR,D.Heyward-Bey,00-0026983,1987-02-26,2016
Rashard Higgins,CLE,WR,R.Higgins,00-0032977,1994-10-07,2016
Arrelious Benn,JAX,WR,A.Benn,00-0027654,1988-09-08,2016
Rashad Greene,JAX,WR,R.Greene,00-0032170,1992-09-23,2016
T.J. Jones,DET,WR,T.Jones,00-0031189,1992-07-19,2016
Nick Williams,ATL,WR,N.Williams,00-0029848,1990-11-23,2016
Michael Floyd,NE,WR,M.Floyd,00-0029638,1989-11-27,2016
Jeremy Ross,ARI,WR,J.Ross,00-0028249,1988-03-16,2016
Greg Salas,BUF,WR,G.Salas,00-0028050,1988-08-25,2016
Markus Wheaton,PIT,WR,M.Wheaton,00-0030460,1991-02-07,2016
Wendall Williams,HOU,WR,W.Williams,00-0032739,1990-09-18,2016
Quan Bray,IND,WR,Q.Bray,00-0031514,1993-04-28,2016
Leonte Carroo,MIA,WR,L.Carroo,00-0033060,1994-01-24,2016
Trevor Davis,GB,WR,T.Davis,00-0032423,1993-07-04,2016
Josh Huff,TB,WR,J.Huff,00-0030990,1991-10-14,2016
Bradley Marquez,LA,WR,B.Marquez,00-0031818,1992-12-14,2016
Byron Marshall,PHI,WR,B.Marshall,00-0032964,1994-02-13,2016
Mike Thomas,LA,WR,M.Thomas,00-0033114,1994-08-16,2016
Bryce Treggs,PHI,WR,B.Treggs,00-0032724,1994-04-30,2016
Lucky Whitehead,DAL,WR,L.Whitehead,00-0031757,1992-06-02,2016
Brenton Bersin,CAR,WR,B.Bersin,00-0029394,1990-05-09,2016
Jeremy Butler,SD,WR,J.Butler,00-0030691,1991-04-22,2016
Josh Doctson,WAS,WR,J.Doctson,00-0032760,1992-12-03,2016
Percy Harvin,BUF,WR,P.Harvin,00-0026998,1988-05-28,2016
Johnny Holton,OAK,WR,J.Holton,00-0032935,1991-08-22,2016
Tavarres King,NYG,WR,T.King,00-0030091,1990-07-14,2016
Jared Abbrederis,GB,WR,J.Abbrederis,00-0031021,1990-12-17,2016
Bralon Addison,CHI,WR,B.Addison,00-0032482,1993-10-12,2016
Damiere Byrd,CAR,WR,D.Byrd,00-0031868,1993-01-27,2016
Dwayne Harris,NYG,WR,D.Harris,00-0028114,1987-09-16,2016
Paul McRoberts,LA,WR,P.McRoberts,00-0032679,1992-11-15,2016
Jordan Payton,CLE,WR,J.Payton,00-0032974,1993-09-01,2016
DeAndre Smelter,SF,WR,D.Smelter,00-0032064,1991-12-03,2016
Devin Smith,NYJ,WR,D.Smith,00-0031934,1992-03-03,2016
Devin Street,IND,WR,D.Street,00-0031310,1991-03-30,2016
Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951,1995-06-14,2016
Tony Washington,JAX,WR,T.Washington,00-0030856,1990-10-18,2016
Shane Wynn,JAX,WR,S.Wynn,00-0031684,1992-11-15,2016
Daniel Braverman,CHI,WR,D.Braverman,00-0032801,1993-09-28,2016
Isaiah Burse,SD,WR,I.Burse,00-0030671,1991-12-08,2016
Michael Campanaro,BAL,WR,M.Campanaro,00-0031025,1991-01-25,2016
Geremy Davis,SD,WR,G.Davis,00-0031953,1992-01-10,2016
Isaac Fruechte,MIN,WR,I.Fruechte,00-0032012,1991-03-07,2016
Jakeem Grant,MIA,WR,J.Grant,00-0032791,1992-10-30,2016
Dezmin Lewis,BUF,WR,D.Lewis,00-0032070,1992-12-05,2016
Kalif Raymond,DEN,WR,K.Raymond,00-0032464,1994-08-08,2016
Matthew Slater,NE,WR,M.Slater,00-0026293,1985-09-09,2016
Kasen Williams,SEA,WR,K.Williams,00-0032250,1992-12-05,2016
Dennis Pitta,BAL,TE,D.Pitta,00-0027714,1985-06-29,2016
Travis Kelce,KC,TE,T.Kelce,00-0030506,1989-10-05,2016
Kyle Rudolph,MIN,TE,K.Rudolph,00-0027981,1989-11-09,2016
Greg Olsen,CAR,TE,G.Olsen,00-0025418,1985-03-11,2016
Zach Ertz,PHI,TE,Z.Ertz,00-0030061,1990-11-10,2016
Jason Witten,DAL,TE,J.Witten,00-0022127,1982-05-06,2016
Jordan Reed,WAS,TE,J.Reed,00-0030472,1990-07-03,2016
Jimmy Graham,SEA,TE,J.Graham,00-0027696,1986-11-24,2016
Delanie Walker,TEN,TE,D.Walker,00-0024389,1984-08-12,2016
Eric Ebron,DET,TE,E.Ebron,00-0031387,1993-04-10,2016
Jack Doyle,IND,TE,J.Doyle,00-0030181,1990-05-05,2016
Cameron Brate,TB,TE,C.Brate,00-0031273,1991-07-03,2016
Charles Clay,BUF,TE,C.Clay,00-0028112,1989-02-13,2016
Gary Barnidge,CLE,TE,G.Barnidge,00-0026281,1985-09-22,2016
Martellus Bennett,NE,TE,M.Bennett,00-0026201,1987-03-10,2016
C.J. Fiedorowicz,HOU,TE,C.Fiedorowicz,00-0031302,1991-10-22,2016
Antonio Gates,SD,TE,A.Gates,00-0021547,1980-06-18,2016
Coby Fleener,NO,TE,C.Fleener,00-0029697,1988-09-20,2016
Ryan Griffin,HOU,TE,R.Griffin,00-0030108,1990-01-11,2016
Lance Kendricks,LA,TE,L.Kendricks,00-0027985,1988-01-30,2016
Will Tye,NYG,TE,W.Tye,00-0032004,1991-11-04,2016
Zach Miller,CHI,TE,Z.Miller,00-0027125,1984-10-04,2016
Vernon Davis,WAS,TE,V.Davis,00-0024221,1984-01-31,2016
Jesse James,PIT,TE,J.James,00-0032135,1994-06-04,2016
Trey Burton,PHI,TE,T.Burton,00-0030710,1991-10-29,2016
Jermaine Gresham,ARI,TE,J.Gresham,00-0027873,1988-06-16,2016
Hunter Henry,SD,TE,H.Henry,00-0033090,1994-12-07,2016
Dwayne Allen,IND,TE,D.Allen,00-0029689,1990-02-24,2016
Clive Walford,OAK,TE,C.Walford,00-0032256,1991-10-01,2016
Jared Cook,GB,TE,J.Cook,00-0027061,1987-04-07,2016
Richard Rodgers,GB,TE,R.Rodgers,00-0031384,1992-01-22,2016
Julius Thomas,JAX,TE,J.Thomas,00-0028067,1988-06-27,2016
Garrett Celek,SF,TE,G.Celek,00-0028903,1988-05-29,2016
Tyler Eifert,CIN,TE,T.Eifert,00-0030549,1990-09-08,2016
Dion Sims,MIA,TE,D.Sims,00-0030422,1991-02-18,2016
Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656,1989-05-14,2016
C.J. Uzomah,CIN,TE,C.Uzomah,00-0032134,1993-01-14,2016
Vance McDonald,SF,TE,V.McDonald,00-0030470,1990-06-13,2016
Virgil Green,DEN,TE,V.Green,00-0028142,1988-08-03,2016
Jacob Tamme,ATL,TE,J.Tamme,00-0026267,1985-03-15,2016
Marcedes Lewis,JAX,TE,M.Lewis,00-0024243,1984-05-19,2016
Austin Hooper,ATL,TE,A.Hooper,00-0032392,1994-10-29,2016
Ben Koyack,JAX,TE,B.Koyack,00-0032139,1993-04-09,2016
Ladarius Green,PIT,TE,L.Green,00-0029275,1990-05-29,2016
Mychal Rivera,OAK,TE,M.Rivera,00-0030514,1990-09-08,2016
Demetrius Harris,KC,TE,D.Harris,00-0030155,1991-07-29,2016
Jerell Adams,NYG,TE,J.Adams,00-0032429,1992-12-31,2016
